data_ZnMgTm

loop_ 
 _refln_index_h1 
 _refln_index_h2 
 _refln_index_h3
 _refln_index_h4 
 _refln_index_h5
 _refln_index_h6  
 _refln_F_obs 
 _refln_F_calc
 _refln_dExt

1	-1	0	-2	2	1	0.0504	0.0517	0.9986
3	0	-2	0	-1	0	0.0502	0.0496	0.9995
-4	2	2	0	2	2	0.0500	0.0427	0.9997
1	-1	2	-1	-1	2	0.0499	0.0381	0.9996
2	-2	0	-2	0	0	0.0495	0.0585	0.9998
-3	1	2	1	3	0	0.0495	0.0510	0.9997
0	0	3	2	2	0	0.0492	0.0506	0.9970
-4	2	0	3	1	0	0.0492	0.0499	0.9995
2	-5	3	-1	-1	1	0.0485	0.0504	0.9990
3	-2	-2	-3	0	0	0.0483	0.0486	0.9986
-1	0	1	1	2	0	0.0478	0.0454	0.9995
1	2	-6	1	-1	-1	0.0477	0.0467	0.9986
-1	-2	3	-4	0	0	0.0476	0.0472	0.9989
0	2	2	1	1	1	0.0475	0.0463	0.9986
3	-1	1	1	-1	0	0.0473	0.0474	0.9984
-2	-1	-1	-1	-1	2	0.0472	0.0457	0.9982
-3	-2	0	1	-2	0	0.0468	0.0487	0.9970
0	3	-1	0	1	-3	0.0468	0.0631	0.9996
0	0	3	-1	3	0	0.0467	0.0474	0.9993
-1	2	0	2	1	-2	0.0465	0.0470	0.9993
0	-1	3	-2	3	-1	0.0464	0.0465	0.9997
-1	6	-1	1	1	-3	0.0462	0.0468	0.9986
-2	-1	4	-1	0	2	0.0461	0.0388	0.9997
0	-3	3	1	-1	2	0.0461	0.0458	0.9993
1	-2	1	0	-2	4	0.0460	0.0446	0.9994
0	3	-3	0	1	-1	0.0459	0.0472	0.9993
1	1	1	-2	-1	-2	0.0458	0.0451	0.9987
1	-1	1	0	3	-1	0.0458	0.0457	0.9985
1	-2	-1	0	-2	-2	0.0457	0.0458	0.9989
1	1	0	1	1	-3	0.0457	0.0454	0.9990
1	-3	1	-2	-1	2	0.0456	0.0372	0.9998
2	2	2	0	1	-2	0.0456	0.0463	0.9975
-2	3	-2	0	0	-1	0.0453	0.0415	0.9993
2	-1	-1	-1	2	0	0.0447	0.0443	0.9987
0	0	4	-2	2	2	0.0442	0.0434	0.9990
0	-3	4	1	0	2	0.0441	0.0421	0.9989
-1	1	1	-1	-1	-2	0.0441	0.0442	0.9985
2	0	-2	0	0	-3	0.0440	0.0405	0.9998
1	0	1	0	-3	0	0.0435	0.0424	0.9988
1	-3	0	0	-4	2	0.0435	0.0425	0.9998
2	-1	-2	2	1	-2	0.0434	0.0426	0.9981
-2	3	0	2	1	1	0.0433	0.0368	0.9999
-1	5	-1	1	3	-1	0.0432	0.0434	0.9993
0	-1	2	-4	1	0	0.0431	0.0432	0.9995
1	-1	-1	2	-6	2	0.0431	0.0427	0.9991
1	-1	1	1	-2	-1	0.0429	0.0429	0.9989
-5	0	2	0	1	2	0.0429	0.0435	0.9992
2	2	0	0	2	-3	0.0428	0.0377	0.9994
1	-4	1	1	-1	1	0.0427	0.0420	0.9990
1	-1	2	-3	1	-1	0.0427	0.0262	1.0000
-1	1	2	-3	1	0	0.0426	0.0387	0.9993
2	-1	1	0	1	2	0.0425	0.0408	0.9988
-1	-4	3	0	0	2	0.0424	0.0426	0.9994
-2	0	4	-1	0	3	0.0423	0.0404	0.9993
0	-2	-3	3	-2	0	0.0423	0.0413	0.9986
-2	0	-1	6	-1	1	0.0422	0.0399	0.9985
-1	-2	5	-3	1	1	0.0421	0.0429	0.9997
1	1	-2	1	1	-2	0.0419	0.0378	0.9998
2	1	1	1	1	-1	0.0418	0.0444	0.9985
0	3	1	1	3	-2	0.0417	0.0381	0.9992
3	2	-2	0	0	0	0.0415	0.0406	0.9988
-1	0	-1	-1	-3	0	0.0415	0.0413	0.9984
-1	0	2	1	2	2	0.0415	0.0426	0.9994
0	3	0	0	3	-4	0.0413	0.0408	0.9996
-1	5	-1	0	3	-1	0.0413	0.0380	0.9993
-4	2	2	1	4	0	0.0413	0.0306	0.9999
-3	2	2	-1	2	-1	0.0412	0.0291	0.9998
0	4	-1	0	0	-3	0.0411	0.0407	0.9992
0	-5	1	-2	0	0	0.0409	0.0410	0.9986
2	2	-2	-1	-2	0	0.0408	0.0400	0.9988
0	-1	1	-1	3	0	0.0408	0.0398	0.9994
-1	0	4	-2	4	-1	0.0406	0.0409	0.9997
2	-1	-4	2	-4	1	0.0402	0.0365	0.9999
1	0	2	0	3	2	0.0399	0.0410	0.9980
3	-2	1	-2	-1	1	0.0398	0.0408	0.9997
1	0	3	-2	0	0	0.0395	0.0395	0.9992
-1	3	-1	-1	-1	1	0.0395	0.0402	0.9982
4	1	-2	0	-2	-1	0.0393	0.0433	0.9993
1	-6	2	-1	0	1	0.0387	0.0377	0.9988
2	1	0	1	-2	-1	0.0385	0.0373	0.9992
-5	2	2	2	2	2	0.0384	0.0384	1.0000
-1	-1	2	-1	2	2	0.0383	0.0311	0.9998
1	-4	4	-2	1	0	0.0383	0.0368	0.9995
-3	4	0	3	0	4	0.0380	0.0350	0.9991
2	2	0	0	-3	-1	0.0379	0.0402	0.9981
-1	1	3	-1	-1	1	0.0378	0.0379	0.9988
-2	-3	6	-1	1	1	0.0378	0.0370	0.9992
4	-4	1	-2	-3	1	0.0377	0.0372	0.9999
1	-1	-3	-3	-1	0	0.0375	0.0375	0.9983
-1	-1	2	-2	4	-2	0.0375	0.0318	0.9997
-2	5	-1	2	1	-2	0.0373	0.0447	0.9996
0	3	-2	-1	-1	-3	0.0373	0.0365	0.9992
0	0	1	0	3	1	0.0372	0.0366	0.9993
2	-5	0	-2	0	-1	0.0372	0.0372	0.9990
4	-1	-4	1	-3	-2	0.0371	0.0271	0.9999
-2	0	-3	0	1	1	0.0368	0.0388	0.9980
1	-6	1	0	-1	1	0.0366	0.0369	0.9986
-1	2	3	-1	1	1	0.0364	0.0342	0.9993
1	-3	0	0	2	2	0.0364	0.0370	0.9982
1	2	1	1	-2	-2	0.0363	0.0392	0.9980
0	0	-2	1	-3	1	0.0361	0.0382	0.9997
0	2	-1	-1	-1	-2	0.0359	0.0389	0.9993
1	-1	3	-1	-2	3	0.0359	0.0353	0.9991
2	-1	-3	1	-3	0	0.0358	0.0394	0.9999
-1	1	-3	5	0	1	0.0357	0.0338	0.9992
0	-4	4	-2	0	1	0.0355	0.0357	0.9998
-3	3	1	-1	1	0	0.0351	0.0345	0.9993
2	-2	2	0	2	2	0.0351	0.0356	0.9986
-1	0	1	-2	2	-4	0.0350	0.0336	0.9993
0	-1	0	1	-4	-1	0.0350	0.0357	0.9987
1	-1	0	0	1	3	0.0350	0.0331	0.9991
2	-3	0	-4	0	0	0.0348	0.0393	0.9995
0	-2	1	-1	1	0	0.0345	0.0322	0.9999
-1	1	1	-3	0	-3	0.0344	0.0338	0.9989
0	3	-3	3	-2	-1	0.0344	0.0318	0.9999
-2	-1	1	2	1	-2	0.0343	0.0348	0.9984
-3	1	1	1	0	0	0.0343	0.0320	0.9997
-2	3	0	0	3	1	0.0342	0.0341	0.9995
-2	0	-1	0	-3	-1	0.0342	0.0344	0.9984
-1	2	-2	3	-1	0	0.0341	0.0224	1.0000
2	-2	2	-6	2	-2	0.0341	0.0341	0.9999
1	-1	-1	1	-2	-3	0.0340	0.0323	0.9991
1	0	2	-5	2	0	0.0340	0.0340	0.9993
1	1	2	2	-1	2	0.0337	0.0318	0.9990
2	1	-2	-1	2	-6	0.0335	0.0350	0.9995
3	-2	3	-1	1	-1	0.0331	0.0323	0.9991
1	1	-1	1	0	3	0.0330	0.0335	0.9990
4	-2	1	-4	-1	-2	0.0329	0.0294	0.9998
0	0	2	-5	2	1	0.0327	0.0351	0.9988
2	-6	3	-1	-2	1	0.0326	0.0325	0.9995
-2	2	-1	-2	1	1	0.0325	0.0306	0.9990
-1	1	-1	3	3	-1	0.0322	0.0337	0.9989
-4	3	-1	4	1	1	0.0322	0.0266	1.0000
0	1	0	3	2	-2	0.0321	0.0316	0.9989
0	-2	3	1	-2	0	0.0321	0.0322	0.9990
-1	0	-2	4	-1	3	0.0320	0.0282	0.9997
0	-6	1	0	-1	1	0.0320	0.0341	0.9985
3	0	-2	-3	2	-5	0.0318	0.0388	0.9999
-1	2	0	1	1	-3	0.0317	0.0311	0.9996
1	3	-2	2	0	-3	0.0315	0.0258	0.9998
1	-1	2	-1	-3	2	0.0314	0.0316	0.9994
4	4	-4	0	0	-4	0.0314	0.0259	0.9998
2	-2	0	2	-3	2	0.0312	0.0303	0.9998
2	0	-3	1	1	-1	0.0311	0.0311	0.9994
-2	0	2	0	1	4	0.0310	0.0264	0.9997
2	-2	3	-2	-1	1	0.0310	0.0311	0.9997
3	0	-2	-3	-2	-2	0.0308	0.0291	0.9997
-3	2	-1	2	3	-1	0.0308	0.0285	0.9997
-5	2	2	0	5	0	0.0308	0.0290	0.9998
0	1	0	0	-1	4	0.0307	0.0303	0.9990
3	-2	1	-1	-1	1	0.0307	0.0354	0.9997
2	1	0	-3	2	-1	0.0306	0.0283	0.9997
0	1	-1	-2	1	-2	0.0306	0.0183	0.9999
2	0	0	0	4	-1	0.0306	0.0313	0.9987
-2	3	-1	-1	-1	-1	0.0306	0.0305	0.9990
1	1	0	-4	1	0	0.0305	0.0283	0.9993
-2	-2	6	-2	2	3	0.0305	0.0277	0.9999
-1	-2	0	0	0	4	0.0305	0.0294	0.9994
0	-1	-2	0	3	-1	0.0305	0.0314	0.9988
0	0	-1	-2	3	-3	0.0305	0.0288	0.9997
0	-1	4	0	1	4	0.0301	0.0296	0.9993
-4	1	3	3	1	1	0.0301	0.0300	0.9996
1	2	2	-2	2	-1	0.0300	0.0299	0.9995
2	1	-3	1	-2	1	0.0300	0.0284	0.9998
0	2	0	3	-3	3	0.0300	0.0285	0.9995
2	1	1	1	-2	-2	0.0300	0.0316	0.9988
-2	-1	4	-3	1	2	0.0300	0.0309	0.9997
0	-3	-2	-2	-1	0	0.0299	0.0298	0.9991
0	0	3	-3	3	-1	0.0298	0.0380	0.9999
0	-2	0	-1	-4	1	0.0296	0.0308	0.9994
0	2	-1	2	-2	2	0.0295	0.0296	0.9997
3	-2	-1	-2	-1	-2	0.0295	0.0115	1.0000
0	0	2	-5	2	0	0.0294	0.0295	0.9995
0	-1	4	-4	1	0	0.0294	0.0275	0.9997
-5	3	1	1	1	3	0.0293	0.0314	0.9995
-3	4	0	0	3	-4	0.0292	0.0264	0.9998
0	3	-1	1	0	1	0.0292	0.0293	0.9996
-1	0	3	2	3	1	0.0292	0.0291	0.9992
-1	4	0	-2	3	0	0.0291	0.0300	0.9992
3	-2	1	-2	2	-3	0.0291	0.0258	0.9997
-1	0	3	-2	1	3	0.0289	0.0297	0.9995
2	-2	0	-1	-2	-1	0.0289	0.0348	0.9999
-4	2	-1	2	2	0	0.0289	0.0285	0.9998
3	-6	2	-1	-1	0	0.0288	0.0297	0.9993
2	-4	0	2	-2	0	0.0287	0.0311	0.9991
0	4	-2	0	1	-1	0.0286	0.0289	0.9997
-1	1	1	-2	1	3	0.0286	0.0297	0.9991
1	-2	2	-1	-2	-2	0.0285	0.0288	0.9992
-1	-1	-2	1	-3	1	0.0285	0.0270	0.9997
-1	-3	1	1	0	-1	0.0285	0.0293	0.9990
3	-3	2	0	-4	0	0.0284	0.0282	0.9993
0	0	0	0	-4	4	0.0284	0.0291	0.9992
2	-1	2	1	-2	2	0.0283	0.0265	0.9996
-2	3	3	3	3	3	0.0283	0.0282	0.9990
3	0	1	-6	2	-1	0.0283	0.0272	0.9993
-1	-3	2	-2	-2	2	0.0283	0.0197	0.9999
1	-5	2	-2	-1	2	0.0283	0.0339	0.9999
0	4	0	-1	4	-2	0.0282	0.0349	0.9996
4	0	-4	0	-1	0	0.0282	0.0262	0.9996
2	2	-5	1	-1	-1	0.0281	0.0294	0.9997
1	1	-4	2	-2	2	0.0281	0.0290	0.9996
-4	-4	4	0	0	5	0.0279	0.0279	0.9998
0	-3	3	0	-1	2	0.0278	0.0382	0.9998
-3	1	-3	1	2	-1	0.0278	0.0282	0.9991
-2	5	-1	0	0	0	0.0277	0.0288	0.9991
0	2	-4	1	2	-2	0.0277	0.0280	0.9996
0	2	-4	4	-2	0	0.0276	0.0255	1.0000
2	0	0	-3	3	-4	0.0275	0.0153	1.0000
2	2	-5	1	-3	0	0.0275	0.0275	0.9997
0	2	-1	2	-1	-1	0.0274	0.0354	0.9998
4	1	-2	-3	-1	-4	0.0274	0.0182	0.9999
0	3	1	2	3	-1	0.0274	0.0271	0.9994
-1	1	3	-1	-1	0	0.0274	0.0286	0.9993
2	-1	1	1	1	-3	0.0274	0.0288	0.9989
2	-3	2	2	-3	3	0.0274	0.0242	0.9997
-1	0	-1	-2	4	-4	0.0273	0.0274	0.9994
2	2	-5	2	-1	-3	0.0273	0.0371	0.9999
2	-5	2	1	-3	3	0.0273	0.0275	0.9998
3	0	-2	0	1	-1	0.0272	0.0278	0.9996
4	-3	-1	-1	0	-2	0.0272	0.0252	0.9997
4	-1	-4	2	-2	0	0.0271	0.0248	0.9997
-4	2	4	0	2	1	0.0271	0.0255	0.9998
-1	0	1	2	-4	4	0.0271	0.0269	0.9997
-2	0	3	-2	-1	2	0.0270	0.0277	0.9994
0	-1	1	0	-4	2	0.0270	0.0243	0.9997
0	2	-3	-2	2	0	0.0269	0.0282	0.9990
2	-2	2	-6	1	-1	0.0269	0.0265	0.9998
-1	6	-3	2	1	-1	0.0269	0.0250	0.9998
1	0	-1	2	3	-1	0.0268	0.0267	0.9991
-2	2	-2	1	-2	2	0.0268	0.0208	0.9997
-3	1	0	-1	5	-3	0.0267	0.0268	0.9995
2	2	-2	0	0	-2	0.0266	0.0267	0.9999
0	-3	0	4	-4	4	0.0266	0.0196	0.9999
-2	0	3	-3	3	-2	0.0265	0.0156	1.0000
4	1	-1	0	1	-3	0.0265	0.0267	0.9995
-2	-1	4	-1	-1	2	0.0264	0.0245	0.9997
-3	1	-2	1	-1	3	0.0264	0.0283	0.9993
0	1	-2	-3	1	-6	0.0263	0.0272	0.9992
2	1	-4	1	-2	-2	0.0263	0.0026	1.0000
-2	5	-2	2	3	-1	0.0262	0.0283	0.9999
3	0	-2	2	-4	1	0.0261	0.0192	0.9999
-2	-1	4	-1	4	0	0.0261	0.0263	0.9998
3	-2	-2	-1	1	-1	0.0261	0.0267	0.9996
1	-3	1	-2	-2	-1	0.0260	0.0282	0.9997
1	-2	-1	-4	0	0	0.0259	0.0273	0.9994
1	-1	-1	-3	-3	0	0.0259	0.0261	0.9993
-4	0	2	2	4	0	0.0259	0.0267	0.9994
1	-1	1	1	1	-1	0.0258	0.0261	0.9996
2	-6	3	-1	-1	2	0.0258	0.0263	0.9997
-1	2	-4	2	1	-2	0.0257	0.0247	0.9997
-2	1	1	-3	1	-2	0.0255	0.0267	0.9995
-3	-3	1	0	0	4	0.0255	0.0222	0.9997
-2	5	0	0	3	0	0.0254	0.0261	0.9996
2	-6	1	-2	-2	2	0.0254	0.0347	0.9997
2	1	-4	-1	1	-2	0.0254	0.0223	0.9998
2	0	-2	3	-4	-1	0.0253	0.0229	0.9998
1	1	-1	1	-3	3	0.0253	0.0249	0.9996
-2	3	2	2	3	3	0.0253	0.0253	0.9994
1	3	-3	3	2	0	0.0252	0.0273	0.9993
-2	1	0	-1	5	-2	0.0252	0.0250	0.9997
-4	1	-1	2	-1	1	0.0252	0.0250	0.9997
1	0	0	3	-1	-1	0.0252	0.0249	0.9995
-4	3	1	-1	2	-2	0.0252	0.0247	0.9996
-1	-1	-1	-1	-3	3	0.0252	0.0264	0.9993
-1	4	-3	2	-1	0	0.0250	0.0254	0.9998
-3	2	2	0	-2	3	0.0250	0.0246	0.9992
-1	-4	1	2	-2	4	0.0250	0.0235	0.9998
-1	-1	-3	3	-4	1	0.0250	0.0245	0.9997
0	3	-3	3	-4	-1	0.0248	0.0253	0.9996
